,Timestamp,Full Name,Gender,Age,Use Phone for Class Notes,Buy/Access Books from Phone,Phone's Battery Lasts a Day,Run for Charger When Battery Dies,Worry About Losing Cell Phone,Take Phone to Bathroom,Use Phone in Social Gatherings,Check Phone Without Notification,Check Phone Before Sleep/After Waking Up,Keep Phone Next to While Sleeping,Check Emails/Calls/Texts During Class,Rely on Phone in Awkward Situations,On Phone While Watching TV/Eating,Panic Attack if Phone Left Elsewhere,Use Phone on Date,Phone Use for Playing Games,Live a Day Without Phone,Addicted to Phone,Target
3665,2023-07-12 10:17:26.202371,John Doe,Female,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Rarely,No,Yes,Yes,No,No,Yes,Yes,5 hours,No,No,Maybe addicted
3666,2023-03-13 10:17:26.202371,John Doe,Female,24,Yes,No,No,Yes,Yes,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,3 hours,Yes,Yes, NOT Adicted
3667,2023-07-21 10:17:26.202371,Jane Smith,Male,47,No,No,No,Yes,No,No,Yes,Rarely,No,Yes,Yes,Yes,No,Yes,No,2 hours,Yes,Yes,Maybe addicted
3668,2023-03-14 10:17:26.202371,Maria Garcia,Female,62,No,Yes,Yes,Yes,No,No,Yes,Often,No,Yes,No,Yes,Yes,No,No,1 hours,No,Yes,Maybe addicted
3669,2023-03-21 10:17:26.202371,James Lee,Male,28,Yes,No,Yes,Yes,No,Yes,No,Rarely,No,No,Yes,Yes,No,No,No,0 hours,Yes,No, NOT Adicted
3670,2023-11-21 10:17:26.202371,John Doe,Female,33,Yes,No,No,No,No,No,Yes,Rarely,No,No,No,Yes,Yes,No,Yes,0 hours,Yes,No,Adicted
3671,2023-03-30 10:17:26.202371,Emily Martinez,Male,33,Yes,No,Yes,No,Yes,Yes,Yes,Never,Yes,No,Yes,No,Yes,Yes,No,2 hours,Yes,Yes, NOT Adicted
3672,2023-04-14 10:17:26.202371,Alex Johnson,Female,23,Yes,Yes,No,No,No,Yes,Yes,Never,No,No,Yes,No,Yes,No,Yes,5 hours,Yes,No, NOT Adicted
3673,2023-03-02 10:17:26.202371,Alex Johnson,Male,64,No,Yes,No,No,Yes,Yes,Yes,Often,No,No,Yes,Yes,No,No,No,0 hours,Yes,No,Maybe addicted
3674,2023-06-03 10:17:26.202371,John Doe,Female,37,Yes,No,Yes,Yes,Yes,No,No,Sometimes,Yes,No,No,Yes,Yes,Yes,Yes,3 hours,No,Yes,Adicted
3675,2023-06-30 10:17:26.202371,Jane Smith,Female,42,Yes,No,No,No,No,Yes,Yes,Never,No,Yes,No,No,No,Yes,Yes,1 hours,No,No,Maybe addicted
3676,2023-07-29 10:17:26.202371,Alex Johnson,Male,47,Yes,Yes,No,Yes,Yes,Yes,Yes,Rarely,Yes,No,No,Yes,No,No,No,4 hours,No,Yes, NOT Adicted
3677,2023-03-04 10:17:26.202371,Alex Johnson,Female,65,No,Yes,Yes,Yes,Yes,No,No,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,5 hours,Yes,No,Adicted
3678,2023-08-07 10:17:26.202371,Emily Martinez,Female,29,Yes,No,Yes,Yes,No,Yes,Yes,Never,No,Yes,Yes,Yes,Yes,No,Yes,1 hours,No,No,Maybe addicted
3679,2023-09-23 10:17:26.202371,Maria Garcia,Female,42,No,No,Yes,Yes,No,No,No,Never,No,Yes,Yes,No,No,No,Yes,1 hours,No,No,Adicted
3680,2023-01-04 10:17:26.202371,Maria Garcia,Male,42,No,Yes,Yes,Yes,Yes,No,Yes,Never,No,Yes,No,No,No,Yes,Yes,1 hours,Yes,Yes, NOT Adicted
3681,2023-02-12 10:17:26.202371,Emily Martinez,Female,19,Yes,Yes,No,Yes,No,Yes,No,Often,Yes,No,Yes,No,No,Yes,Yes,2 hours,Yes,No,Maybe addicted
3682,2023-12-16 10:17:26.202371,Jane Smith,Female,26,Yes,No,No,No,Yes,No,No,Sometimes,No,Yes,Yes,Yes,No,No,Yes,4 hours,No,Yes,Maybe addicted
3683,2022-12-27 10:17:26.202371,Emily Martinez,Female,41,Yes,Yes,No,Yes,No,Yes,Yes,Often,Yes,No,Yes,Yes,Yes,No,No,0 hours,No,Yes, NOT Adicted
3684,2022-12-28 10:17:26.202371,James Lee,Male,33,Yes,No,Yes,Yes,No,Yes,No,Never,No,No,No,Yes,Yes,Yes,Yes,5 hours,Yes,No, NOT Adicted
3685,2023-11-07 10:17:26.202371,James Lee,Female,52,No,Yes,Yes,No,No,Yes,Yes,Never,No,No,Yes,No,No,Yes,Yes,4 hours,Yes,Yes,Adicted
3686,2023-02-27 10:17:26.202371,James Lee,Female,51,Yes,Yes,Yes,Yes,No,No,Yes,Rarely,Yes,Yes,No,No,Yes,No,Yes,3 hours,Yes,No,Adicted
3687,2023-08-12 10:17:26.202371,Jane Smith,Female,37,Yes,No,No,Yes,Yes,No,Yes,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,0 hours,No,Yes,Maybe addicted
3688,2023-02-03 10:17:26.202371,James Lee,Female,29,No,Yes,No,No,No,No,Yes,Never,No,No,No,Yes,Yes,No,No,5 hours,No,No,Adicted
3689,2022-12-25 10:17:26.202371,Emily Martinez,Female,35,Yes,Yes,Yes,Yes,No,No,No,Never,Yes,No,No,No,No,Yes,Yes,4 hours,No,Yes,Adicted
3690,2023-11-27 10:17:26.202371,James Lee,Female,36,Yes,Yes,Yes,No,Yes,Yes,Yes,Never,No,No,No,Yes,Yes,Yes,Yes,0 hours,No,Yes,Adicted
3691,2023-02-08 10:17:26.202371,Alex Johnson,Female,33,Yes,Yes,No,No,No,No,Yes,Rarely,Yes,No,No,No,No,Yes,Yes,2 hours,Yes,Yes,Adicted
3692,2023-10-15 10:17:26.202371,Maria Garcia,Female,65,No,No,Yes,No,Yes,No,Yes,Often,Yes,No,No,Yes,Yes,No,Yes,0 hours,No,Yes,Adicted
3693,2023-03-22 10:17:26.202371,Maria Garcia,Male,48,Yes,Yes,Yes,No,No,Yes,Yes,Often,Yes,Yes,Yes,No,Yes,Yes,Yes,5 hours,No,Yes,Adicted
3694,2023-07-14 10:17:26.202371,Alex Johnson,Male,40,No,No,Yes,No,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5 hours,Yes,Yes,Adicted
3695,2023-04-21 10:17:26.202371,Alex Johnson,Male,43,Yes,No,Yes,No,Yes,Yes,Yes,Rarely,No,No,No,Yes,No,Yes,Yes,5 hours,Yes,No,Maybe addicted
3696,2023-12-03 10:17:26.202371,James Lee,Male,40,No,No,No,Yes,No,Yes,No,Never,Yes,No,No,Yes,Yes,Yes,No,3 hours,Yes,Yes, NOT Adicted
3697,2023-01-26 10:17:26.202371,Alex Johnson,Male,58,Yes,No,No,No,Yes,No,No,Often,No,Yes,No,No,No,Yes,No,2 hours,Yes,No,Maybe addicted
3698,2023-08-03 10:17:26.202371,John Doe,Male,41,Yes,Yes,No,Yes,No,Yes,Yes,Often,No,Yes,No,No,Yes,No,Yes,1 hours,Yes,Yes,Maybe addicted
3699,2023-09-30 10:17:26.202371,Alex Johnson,Female,21,No,No,No,No,No,No,No,Never,Yes,Yes,No,No,Yes,Yes,No,0 hours,No,Yes,Adicted
3700,2023-11-30 10:17:26.202371,John Doe,Male,31,Yes,Yes,No,No,No,No,No,Never,No,No,Yes,Yes,No,Yes,Yes,0 hours,No,Yes,Adicted
3701,2023-03-09 10:17:26.202371,James Lee,Male,36,Yes,No,Yes,Yes,No,No,No,Often,Yes,No,No,Yes,No,Yes,No,3 hours,No,Yes,Adicted
3702,2023-10-18 10:17:26.202371,Maria Garcia,Male,55,No,No,Yes,Yes,No,Yes,No,Rarely,Yes,Yes,No,No,No,No,No,2 hours,Yes,Yes, NOT Adicted
3703,2023-10-02 10:17:26.202371,Emily Martinez,Female,45,Yes,No,Yes,Yes,Yes,Yes,Yes,Sometimes,No,Yes,No,Yes,No,Yes,No,1 hours,No,Yes,Adicted
3704,2023-08-13 10:17:26.202371,Maria Garcia,Female,28,No,Yes,Yes,No,Yes,Yes,No,Never,No,No,Yes,Yes,Yes,No,Yes,3 hours,No,Yes,Adicted
3705,2023-10-14 10:17:26.202371,James Lee,Female,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Rarely,Yes,Yes,Yes,No,Yes,No,Yes,4 hours,No,Yes, NOT Adicted
3706,2023-04-27 10:17:26.202371,Alex Johnson,Male,44,No,No,No,Yes,Yes,Yes,No,Often,Yes,Yes,Yes,Yes,No,No,No,0 hours,No,Yes,Adicted
3707,2023-09-26 10:17:26.202371,Maria Garcia,Male,47,Yes,Yes,No,No,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0 hours,Yes,Yes, NOT Adicted
3708,2023-07-17 10:17:26.202371,Emily Martinez,Female,55,Yes,Yes,Yes,No,Yes,No,Yes,Never,No,No,No,Yes,Yes,Yes,Yes,0 hours,Yes,No,Maybe addicted
3709,2023-04-03 10:17:26.202371,James Lee,Female,64,No,No,Yes,Yes,Yes,Yes,No,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,1 hours,No,No,Maybe addicted
3710,2023-08-21 10:17:26.202371,Emily Martinez,Male,51,No,Yes,No,No,Yes,Yes,Yes,Often,Yes,Yes,No,No,Yes,No,No,2 hours,No,No,Maybe addicted
3711,2023-11-02 10:17:26.202371,John Doe,Female,63,No,Yes,No,No,Yes,No,Yes,Rarely,Yes,No,Yes,Yes,No,No,No,4 hours,No,No, NOT Adicted
3712,2023-12-18 10:17:26.202371,Emily Martinez,Male,20,Yes,No,No,No,No,No,No,Rarely,No,No,No,Yes,No,Yes,No,0 hours,Yes,No,Maybe addicted
3713,2023-01-16 10:17:26.202371,John Doe,Male,43,Yes,Yes,No,Yes,No,No,No,Often,Yes,No,No,Yes,Yes,Yes,No,2 hours,No,No,Adicted
3714,2023-02-17 10:17:26.202371,Jane Smith,Female,36,Yes,No,No,No,No,No,Yes,Often,Yes,Yes,Yes,No,No,No,Yes,0 hours,Yes,Yes, NOT Adicted
3715,2023-05-25 10:17:26.202371,James Lee,Male,61,No,Yes,No,Yes,No,Yes,No,Often,No,Yes,Yes,Yes,Yes,No,Yes,0 hours,Yes,Yes, NOT Adicted
3716,2023-03-06 10:17:26.202371,Jane Smith,Male,31,No,No,No,No,Yes,Yes,Yes,Rarely,Yes,Yes,No,Yes,No,No,No,1 hours,No,No, NOT Adicted
3717,2023-07-02 10:17:26.202371,Alex Johnson,Female,47,Yes,No,No,Yes,Yes,Yes,Yes,Never,Yes,No,No,No,Yes,Yes,No,3 hours,No,Yes,Adicted
3718,2023-08-05 10:17:26.202371,Alex Johnson,Female,28,No,No,Yes,No,No,Yes,No,Sometimes,Yes,No,Yes,Yes,Yes,Yes,No,0 hours,No,Yes,Adicted
3719,2023-11-20 10:17:26.202371,John Doe,Female,65,No,No,Yes,No,Yes,Yes,Yes,Rarely,Yes,No,No,Yes,Yes,No,No,2 hours,No,Yes,Maybe addicted
3720,2023-08-05 10:17:26.202371,Alex Johnson,Female,53,No,Yes,No,No,Yes,Yes,No,Rarely,Yes,Yes,Yes,No,No,Yes,No,2 hours,No,No, NOT Adicted
3721,2023-09-27 10:17:26.202371,Maria Garcia,Male,62,Yes,Yes,Yes,Yes,Yes,No,Yes,Sometimes,No,No,Yes,No,No,No,Yes,3 hours,Yes,Yes,Adicted
3722,2023-08-23 10:17:26.202371,Emily Martinez,Female,36,No,No,Yes,Yes,No,Yes,Yes,Sometimes,No,No,Yes,Yes,No,Yes,No,1 hours,No,No,Maybe addicted
3723,2023-11-21 10:17:26.202371,Maria Garcia,Female,32,Yes,Yes,No,No,No,Yes,Yes,Never,No,No,No,No,Yes,No,Yes,4 hours,No,No,Maybe addicted
3724,2023-04-23 10:17:26.202371,Jane Smith,Female,21,No,No,Yes,No,Yes,No,No,Rarely,No,Yes,Yes,Yes,Yes,No,No,1 hours,Yes,Yes, NOT Adicted
3725,2023-12-20 10:17:26.202371,Emily Martinez,Female,32,Yes,No,No,No,No,No,Yes,Rarely,No,No,Yes,Yes,No,Yes,No,1 hours,Yes,Yes, NOT Adicted
3726,2023-11-09 10:17:26.202371,Emily Martinez,Female,51,No,No,Yes,No,No,No,Yes,Often,Yes,Yes,Yes,Yes,Yes,Yes,No,4 hours,No,No, NOT Adicted
3727,2023-01-05 10:17:26.202371,John Doe,Female,41,No,No,No,No,No,Yes,No,Sometimes,Yes,Yes,No,Yes,Yes,Yes,Yes,5 hours,Yes,Yes, NOT Adicted
3728,2023-06-04 10:17:26.202371,Emily Martinez,Male,44,No,No,Yes,Yes,Yes,No,Yes,Sometimes,No,No,No,Yes,No,No,No,2 hours,No,No,Maybe addicted
3729,2023-09-14 10:17:26.202371,Alex Johnson,Female,62,Yes,No,No,No,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,1 hours,Yes,Yes,Adicted
3730,2023-04-19 10:17:26.202371,Emily Martinez,Male,23,No,No,No,No,Yes,No,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Yes,4 hours,No,Yes,Maybe addicted
3731,2023-10-27 10:17:26.202371,Alex Johnson,Female,47,Yes,No,Yes,Yes,No,No,No,Often,Yes,No,Yes,No,No,Yes,No,0 hours,No,No,Maybe addicted
3732,2023-09-17 10:17:26.202371,John Doe,Male,37,Yes,No,No,No,Yes,No,Yes,Rarely,Yes,No,No,Yes,Yes,Yes,No,2 hours,No,Yes, NOT Adicted
3733,2023-11-07 10:17:26.202371,James Lee,Female,47,No,No,No,No,Yes,Yes,No,Rarely,No,No,Yes,No,No,No,No,5 hours,No,No,Adicted
3734,2023-02-18 10:17:26.202371,Jane Smith,Male,61,No,Yes,No,Yes,No,No,No,Never,Yes,Yes,Yes,Yes,Yes,No,No,0 hours,No,No, NOT Adicted
3735,2023-06-24 10:17:26.202371,John Doe,Female,21,Yes,Yes,No,No,Yes,No,Yes,Sometimes,Yes,No,No,Yes,Yes,Yes,No,2 hours,Yes,Yes,Adicted
3736,2023-04-25 10:17:26.202371,Maria Garcia,Male,54,No,No,Yes,Yes,Yes,No,Yes,Never,No,Yes,Yes,No,No,Yes,No,5 hours,Yes,Yes,Adicted
3737,2023-10-12 10:17:26.202371,John Doe,Female,51,Yes,Yes,No,Yes,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,No,Yes,No,4 hours,No,Yes, NOT Adicted
3738,2023-08-23 10:17:26.202371,James Lee,Male,51,No,Yes,Yes,Yes,No,No,Yes,Never,No,Yes,No,Yes,No,Yes,Yes,3 hours,Yes,Yes,Adicted
3739,2023-07-02 10:17:26.202371,Alex Johnson,Male,47,Yes,No,No,No,Yes,No,No,Never,Yes,No,Yes,No,Yes,Yes,No,4 hours,No,No,Adicted
3740,2023-05-19 10:17:26.202371,John Doe,Male,25,No,Yes,No,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4 hours,Yes,No,Maybe addicted
3741,2023-04-21 10:17:26.202371,Maria Garcia,Female,60,No,Yes,Yes,Yes,No,Yes,Yes,Often,No,No,No,No,No,Yes,Yes,3 hours,Yes,Yes,Adicted
3742,2023-08-14 10:17:26.202371,James Lee,Male,38,Yes,No,No,No,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Yes,1 hours,Yes,No,Adicted
3743,2023-10-09 10:17:26.202371,Emily Martinez,Male,28,Yes,Yes,No,No,Yes,Yes,No,Often,No,No,No,No,No,Yes,No,1 hours,Yes,No, NOT Adicted
3744,2023-06-09 10:17:26.202371,James Lee,Female,57,Yes,No,No,No,No,No,No,Rarely,No,Yes,No,Yes,Yes,No,Yes,1 hours,No,Yes,Adicted
3745,2023-08-20 10:17:26.202371,John Doe,Male,54,No,Yes,Yes,Yes,Yes,No,Yes,Never,No,Yes,No,No,No,No,Yes,3 hours,Yes,Yes, NOT Adicted
3746,2023-05-22 10:17:26.202371,James Lee,Male,52,No,No,Yes,Yes,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Yes,No,1 hours,No,Yes, NOT Adicted
3747,2023-05-09 10:17:26.202371,Maria Garcia,Female,29,Yes,No,Yes,Yes,Yes,Yes,Yes,Rarely,Yes,Yes,No,No,No,No,No,2 hours,No,Yes,Maybe addicted
3748,2023-11-27 10:17:26.202371,John Doe,Female,60,Yes,Yes,No,No,Yes,Yes,No,Sometimes,No,No,No,Yes,Yes,Yes,Yes,4 hours,Yes,Yes, NOT Adicted
3749,2022-12-31 10:17:26.202371,John Doe,Male,58,No,No,Yes,No,Yes,Yes,Yes,Often,No,No,No,Yes,No,No,Yes,4 hours,No,Yes,Adicted
3750,2023-05-27 10:17:26.202371,Emily Martinez,Female,55,No,No,Yes,No,Yes,No,Yes,Sometimes,Yes,No,Yes,No,Yes,Yes,Yes,5 hours,Yes,No,Adicted
3751,2023-04-19 10:17:26.202371,John Doe,Female,44,Yes,No,Yes,No,No,No,No,Rarely,No,No,Yes,Yes,No,Yes,No,3 hours,Yes,No,Adicted
3752,2023-06-13 10:17:26.202371,Alex Johnson,Female,29,Yes,No,No,Yes,No,Yes,No,Never,No,Yes,No,Yes,No,Yes,Yes,3 hours,Yes,Yes,Maybe addicted
3753,2023-12-06 10:17:26.202371,Alex Johnson,Female,26,Yes,No,Yes,Yes,No,Yes,Yes,Rarely,No,Yes,No,No,No,Yes,Yes,1 hours,No,No,Adicted
3754,2023-11-23 10:17:26.202371,Alex Johnson,Male,29,Yes,Yes,Yes,Yes,No,No,Yes,Rarely,No,No,No,Yes,No,Yes,No,5 hours,No,Yes,Adicted
3755,2023-02-18 10:17:26.202371,James Lee,Male,36,No,No,Yes,Yes,No,No,No,Sometimes,Yes,Yes,Yes,No,No,Yes,Yes,0 hours,Yes,Yes,Maybe addicted
3756,2023-08-26 10:17:26.202371,John Doe,Female,64,Yes,Yes,Yes,No,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,No,Yes,0 hours,No,Yes, NOT Adicted
3757,2023-03-31 10:17:26.202371,Maria Garcia,Female,48,Yes,Yes,No,Yes,Yes,Yes,Yes,Never,No,No,No,Yes,Yes,Yes,No,2 hours,Yes,No,Maybe addicted
3758,2023-11-21 10:17:26.202371,Alex Johnson,Female,52,Yes,Yes,Yes,No,No,Yes,Yes,Often,Yes,Yes,No,No,No,Yes,No,4 hours,No,Yes,Adicted
3759,2023-05-06 10:17:26.202371,Alex Johnson,Female,40,Yes,No,No,No,No,Yes,No,Never,No,No,Yes,No,Yes,No,No,0 hours,Yes,No,Maybe addicted
3760,2023-09-15 10:17:26.202371,James Lee,Male,60,No,No,Yes,No,Yes,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,No,Yes,5 hours,No,No, NOT Adicted
3761,2023-02-16 10:17:26.202371,James Lee,Female,45,Yes,No,Yes,No,No,Yes,No,Often,No,Yes,Yes,Yes,Yes,No,No,0 hours,Yes,Yes,Maybe addicted
3762,2023-05-17 10:17:26.202371,Maria Garcia,Female,51,No,No,Yes,No,No,No,Yes,Rarely,No,Yes,Yes,Yes,No,No,Yes,1 hours,No,Yes,Adicted
3763,2023-07-21 10:17:26.202371,James Lee,Female,56,Yes,Yes,No,Yes,Yes,No,Yes,Rarely,No,No,No,No,No,Yes,No,3 hours,Yes,No,Maybe addicted
3764,2023-03-01 10:17:26.202371,Maria Garcia,Male,21,No,Yes,No,No,Yes,Yes,Yes,Never,No,No,Yes,No,Yes,No,No,1 hours,No,No,Maybe addicted
3765,2023-01-02 10:17:26.202371,John Doe,Male,55,Yes,No,No,No,Yes,No,Yes,Never,No,Yes,Yes,No,No,Yes,Yes,2 hours,Yes,Yes, NOT Adicted
3766,2023-07-17 10:17:26.202371,James Lee,Female,45,Yes,Yes,Yes,Yes,No,Yes,Yes,Often,Yes,Yes,Yes,No,No,No,No,4 hours,Yes,No, NOT Adicted
3767,2023-08-02 10:17:26.202371,James Lee,Female,26,Yes,Yes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Yes,1 hours,No,Yes,Adicted
3768,2023-01-19 10:17:26.202371,John Doe,Male,31,Yes,No,No,Yes,No,No,Yes,Rarely,No,Yes,Yes,No,No,No,No,2 hours,Yes,No,Adicted
3769,2022-12-29 10:17:26.202371,Maria Garcia,Male,53,No,Yes,No,No,Yes,Yes,Yes,Sometimes,Yes,No,Yes,No,Yes,No,No,1 hours,Yes,No,Adicted
3770,2023-07-16 10:17:26.202371,James Lee,Female,31,Yes,No,No,Yes,Yes,No,No,Often,Yes,No,Yes,Yes,Yes,No,No,2 hours,Yes,No, NOT Adicted
3771,2023-01-24 10:17:26.202371,James Lee,Female,50,No,No,Yes,Yes,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,No,2 hours,Yes,Yes,Adicted
3772,2023-05-29 10:17:26.202371,Jane Smith,Female,26,Yes,No,No,No,No,Yes,No,Rarely,No,No,Yes,Yes,Yes,No,No,5 hours,No,No,Maybe addicted
3773,2023-07-23 10:17:26.202371,Jane Smith,Male,56,Yes,Yes,No,No,Yes,No,Yes,Sometimes,Yes,No,Yes,No,Yes,No,Yes,3 hours,No,Yes, NOT Adicted
3774,2023-06-02 10:17:26.202371,John Doe,Male,41,Yes,Yes,No,No,No,Yes,Yes,Often,No,Yes,No,No,Yes,No,Yes,5 hours,No,No, NOT Adicted
3775,2023-07-15 10:17:26.202371,Emily Martinez,Male,58,Yes,No,Yes,No,Yes,Yes,Yes,Never,No,Yes,No,No,No,No,Yes,0 hours,No,No,Maybe addicted
3776,2023-07-01 10:17:26.202371,Alex Johnson,Female,60,No,Yes,Yes,Yes,No,No,Yes,Sometimes,Yes,No,Yes,No,No,No,Yes,2 hours,No,Yes, NOT Adicted
3777,2023-10-27 10:17:26.202371,Maria Garcia,Female,39,Yes,Yes,No,Yes,Yes,No,Yes,Often,No,Yes,Yes,No,No,Yes,No,3 hours,Yes,Yes,Maybe addicted
3778,2023-10-13 10:17:26.202371,Maria Garcia,Female,37,Yes,No,Yes,Yes,Yes,No,Yes,Rarely,No,Yes,No,Yes,Yes,No,Yes,5 hours,No,No, NOT Adicted
3779,2023-10-25 10:17:26.202371,James Lee,Male,56,Yes,Yes,Yes,No,Yes,Yes,No,Often,No,Yes,Yes,No,No,No,No,3 hours,No,Yes, NOT Adicted
3780,2023-05-07 10:17:26.202371,John Doe,Female,27,No,Yes,No,Yes,Yes,No,No,Sometimes,No,No,Yes,No,Yes,Yes,Yes,0 hours,No,No,Adicted
3781,2022-12-21 10:17:26.202371,Alex Johnson,Female,28,Yes,Yes,Yes,No,Yes,No,Yes,Often,Yes,Yes,Yes,No,No,Yes,Yes,2 hours,No,No,Adicted
3782,2023-01-01 10:17:26.202371,John Doe,Male,56,No,No,No,Yes,Yes,No,No,Rarely,No,Yes,Yes,No,Yes,No,No,5 hours,Yes,Yes, NOT Adicted
3783,2023-11-10 10:17:26.202371,Jane Smith,Female,19,Yes,No,No,Yes,No,No,No,Sometimes,No,No,No,No,Yes,Yes,No,2 hours,No,No,Adicted
3784,2022-12-26 10:17:26.202371,Maria Garcia,Female,19,No,No,Yes,Yes,Yes,Yes,Yes,Rarely,No,Yes,No,Yes,No,No,No,2 hours,No,Yes, NOT Adicted
3785,2023-08-29 10:17:26.202371,Jane Smith,Male,53,Yes,No,No,No,Yes,Yes,No,Sometimes,No,No,Yes,No,Yes,No,Yes,4 hours,Yes,No,Adicted
3786,2023-02-01 10:17:26.202371,Maria Garcia,Male,40,Yes,Yes,No,No,No,No,Yes,Never,Yes,No,Yes,Yes,Yes,No,No,5 hours,No,No,Maybe addicted
3787,2023-08-31 10:17:26.202371,John Doe,Male,36,Yes,No,No,Yes,Yes,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2 hours,Yes,No, NOT Adicted
3788,2023-07-09 10:17:26.202371,Maria Garcia,Female,30,No,No,No,No,Yes,Yes,No,Often,Yes,Yes,No,No,No,No,No,4 hours,Yes,Yes,Adicted
3789,2023-06-04 10:17:26.202371,Emily Martinez,Female,19,No,No,Yes,Yes,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes,No,No,No,4 hours,Yes,Yes,Adicted
3790,2023-01-15 10:17:26.202371,John Doe,Male,20,No,Yes,No,No,No,Yes,No,Often,Yes,No,No,Yes,No,Yes,No,1 hours,No,No,Adicted
3791,2023-03-13 10:17:26.202371,Emily Martinez,Female,24,Yes,No,No,No,Yes,No,No,Sometimes,No,No,Yes,Yes,Yes,Yes,No,1 hours,No,Yes,Adicted
3792,2023-10-22 10:17:26.202371,Emily Martinez,Female,56,Yes,Yes,Yes,No,No,Yes,No,Often,No,Yes,No,No,Yes,Yes,No,1 hours,Yes,No,Maybe addicted
3793,2023-06-05 10:17:26.202371,Alex Johnson,Female,35,Yes,No,Yes,No,No,No,No,Never,No,Yes,No,Yes,No,Yes,Yes,3 hours,Yes,No,Maybe addicted
3794,2023-01-02 10:17:26.202371,Maria Garcia,Female,22,Yes,Yes,Yes,Yes,No,No,Yes,Rarely,Yes,Yes,No,Yes,Yes,Yes,No,3 hours,Yes,Yes, NOT Adicted
3795,2023-02-09 10:17:26.202371,Alex Johnson,Female,47,No,Yes,Yes,No,No,Yes,No,Sometimes,No,No,No,No,Yes,Yes,Yes,3 hours,No,Yes, NOT Adicted
3796,2023-02-08 10:17:26.202371,Maria Garcia,Female,63,Yes,Yes,Yes,Yes,No,Yes,No,Rarely,No,Yes,Yes,No,Yes,No,Yes,0 hours,Yes,Yes,Maybe addicted
3797,2023-07-26 10:17:26.202371,Jane Smith,Female,32,Yes,Yes,No,Yes,Yes,No,Yes,Rarely,No,No,No,No,Yes,Yes,Yes,1 hours,No,No, NOT Adicted
3798,2023-05-18 10:17:26.202371,James Lee,Female,32,Yes,Yes,No,No,No,Yes,Yes,Rarely,No,Yes,No,No,Yes,No,Yes,4 hours,Yes,No,Maybe addicted
3799,2023-08-09 10:17:26.202371,John Doe,Female,54,No,No,No,Yes,Yes,Yes,No,Often,No,No,Yes,No,No,No,Yes,3 hours,No,No,Maybe addicted
3800,2023-08-06 10:17:26.202371,Jane Smith,Male,58,No,Yes,Yes,Yes,No,No,Yes,Sometimes,No,No,No,Yes,Yes,No,Yes,2 hours,Yes,Yes, NOT Adicted
3801,2023-04-25 10:17:26.202371,Jane Smith,Female,45,Yes,No,Yes,Yes,No,No,Yes,Never,No,Yes,Yes,Yes,No,Yes,Yes,2 hours,Yes,No, NOT Adicted
3802,2023-03-24 10:17:26.202371,Emily Martinez,Male,26,No,No,Yes,Yes,Yes,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,Yes,3 hours,Yes,Yes,Maybe addicted
3803,2023-05-09 10:17:26.202371,Alex Johnson,Female,53,No,Yes,Yes,Yes,No,Yes,Yes,Rarely,No,Yes,No,Yes,Yes,Yes,Yes,0 hours,No,No, NOT Adicted
3804,2023-12-01 10:17:26.202371,Jane Smith,Female,63,Yes,No,No,Yes,Yes,Yes,No,Never,Yes,Yes,Yes,No,Yes,No,No,2 hours,Yes,No, NOT Adicted
3805,2023-08-14 10:17:26.202371,Emily Martinez,Male,31,Yes,Yes,No,Yes,No,Yes,No,Rarely,Yes,Yes,Yes,No,No,No,Yes,1 hours,Yes,Yes, NOT Adicted
3806,2023-03-16 10:17:26.202371,James Lee,Male,36,No,No,No,Yes,Yes,No,Yes,Sometimes,No,Yes,No,Yes,Yes,No,No,5 hours,No,Yes,Adicted
3807,2023-01-04 10:17:26.202371,Alex Johnson,Female,20,No,Yes,Yes,Yes,No,Yes,No,Sometimes,No,No,No,Yes,Yes,No,Yes,2 hours,Yes,No,Adicted
3808,2022-12-29 10:17:26.202371,James Lee,Male,40,No,No,Yes,No,No,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,Yes,1 hours,No,Yes,Adicted
